time,temperature_2m (°C),apparent_temperature (°C),relative_humidity_2m (%),dew_point_2m (°C),cloud_cover (%),wind_speed_10m (km/h),wind_gusts_10m (km/h),surface_pressure (hPa),precipitation (mm),rain (mm),et0_fao_evapotranspiration (mm),timestamp_weather,timestamp_utc,timestamp_hour,timestamp_load,delhi_load,brpl_load,bypl_load,ndpl_load,ndmc_load,mes_load,data_source,timestamp,hour,day_of_week,month,is_weekend,is_summer,is_monsoon,is_winter,is_morning_peak,is_evening_peak,is_peak_hour,shortwave_radiation,wet_bulb_temperature_2m,direct_radiation,diffuse_radiation,cloud_cover_total,cloud_cover_low,cloud_cover_mid,cloud_cover_high,wind_direction_10m,wind_direction_100m
2023-04-21T22:00,28.3,25.6,23,5.5,37,10.8,14.8,977.6,0.0,0.0,0.14,2023-04-21 22:00:00,2023-04-21 22:00:00+00:00,2023-04-21 22:00:00+00:00,2023-04-21 22:00:00+00:00,1547.35,433.26,340.42,278.52,185.68,123.79,simulation_realistic,2023-04-21 22:00:00,22,4,4,False,True,False,False,False,False,False,0.0,13.830601,0.0,0.0,2.0,0.0,2.0,0.0,77.90526,77.619255
2023-04-21T23:00,27.0,24.2,30,8.0,32,15.1,26.3,978.6,0.0,0.0,0.17,2023-04-21 23:00:00,2023-04-21 23:00:00+00:00,2023-04-21 23:00:00+00:00,2023-04-21 23:00:00+00:00,1500.36,420.1,330.08,270.06,180.04,120.03,simulation_realistic,2023-04-21 23:00:00,23,4,4,False,True,False,False,False,False,False,0.0,14.463102,0.0,0.0,0.0,0.0,0.0,0.0,75.25639,79.04598
2023-04-22T00:00,25.8,23.8,31,7.6,10,9.7,23.8,979.2,0.0,0.0,0.11,2023-04-22 00:00:00,2023-04-22 00:00:00+00:00,2023-04-22 00:00:00+00:00,2023-04-22 00:00:00+00:00,1476.67,413.47,324.87,265.8,177.2,118.13,simulation_realistic,2023-04-22 00:00:00,0,5,4,True,True,False,False,False,False,False,0.0,15.570536,0.0,0.0,0.0,0.0,0.0,0.0,132.87889,114.67685
2023-04-22T01:00,26.4,23.6,27,6.0,24,12.4,22.3,979.6,0.0,0.0,0.15,2023-04-22 01:00:00,2023-04-22 01:00:00+00:00,2023-04-22 01:00:00+00:00,2023-04-22 01:00:00+00:00,1329.47,372.25,292.48,239.31,159.54,106.36,simulation_realistic,2023-04-22 01:00:00,1,5,4,True,True,False,False,False,False,False,17.0,16.43672,3.0,14.0,0.0,0.0,0.0,0.0,133.02507,121.865944
2023-04-22T02:00,25.5,23.1,29,6.2,96,10.0,19.8,979.1,0.0,0.0,0.11,2023-04-22 02:00:00,2023-04-22 02:00:00+00:00,2023-04-22 02:00:00+00:00,2023-04-22 02:00:00+00:00,1427.57,399.72,314.07,256.96,171.31,114.21,simulation_realistic,2023-04-22 02:00:00,2,5,4,True,True,False,False,False,False,False,146.0,17.412497,58.0,88.0,16.0,0.0,16.0,0.0,107.35411,115.277695
2023-04-22T03:00,25.1,23.2,30,6.4,35,7.0,15.5,978.3,0.0,0.0,0.08,2023-04-22 03:00:00,2023-04-22 03:00:00+00:00,2023-04-22 03:00:00+00:00,2023-04-22 03:00:00+00:00,1727.64,483.74,380.08,310.97,207.32,138.21,simulation_realistic,2023-04-22 03:00:00,3,5,4,True,True,False,False,False,False,False,323.0,18.286081,177.0,146.0,25.0,0.0,25.0,0.0,126.25393,125.537766
2023-04-22T04:00,22.5,20.5,38,7.6,0,9.2,11.2,977.7,0.0,0.0,0.08,2023-04-22 04:00:00,2023-04-22 04:00:00+00:00,2023-04-22 04:00:00+00:00,2023-04-22 04:00:00+00:00,2278.98,638.11,501.38,410.22,273.48,182.32,simulation_realistic,2023-04-22 04:00:00,4,5,4,True,True,False,False,False,False,False,500.0,18.398422,314.0,186.0,6.0,0.0,6.0,0.0,146.88864,146.76828
2023-04-22T05:00,21.3,19.3,43,8.2,2,10.3,11.5,977.1,0.0,0.0,0.08,2023-04-22 05:00:00,2023-04-22 05:00:00+00:00,2023-04-22 05:00:00+00:00,2023-04-22 05:00:00+00:00,2381.35,666.78,523.9,428.64,285.76,190.51,simulation_realistic,2023-04-22 05:00:00,5,5,4,True,True,False,False,False,False,False,716.0,18.196707,509.0,207.0,43.0,0.0,43.0,0.0,185.7105,184.76355
2023-04-22T06:00,22.5,21.1,41,8.5,0,7.1,12.2,977.2,0.0,0.0,0.06,2023-04-22 06:00:00,2023-04-22 06:00:00+00:00,2023-04-22 06:00:00+00:00,2023-04-22 06:00:00+00:00,2590.81,725.43,569.98,466.35,310.9,207.26,simulation_realistic,2023-04-22 06:00:00,6,5,4,True,True,False,False,False,False,False,694.0,16.957859,430.0,264.0,16.0,0.0,15.0,2.0,266.186,270.0
2023-04-22T07:00,20.5,20.4,61,12.7,0,6.9,8.3,977.6,0.0,0.0,0.03,2023-04-22 07:00:00,2023-04-22 07:00:00+00:00,2023-04-22 07:00:00+00:00,2023-04-22 07:00:00+00:00,2911.25,815.15,640.48,524.03,349.35,232.9,simulation_realistic,2023-04-22 07:00:00,7,5,4,True,True,False,False,False,False,False,858.0,17.077724,609.0,249.0,38.0,0.0,6.0,33.0,321.009,319.9698
2023-04-22T08:00,22.4,22.2,55,12.9,0,7.4,11.2,978.4,0.0,0.0,0.07,2023-04-22 08:00:00,2023-04-22 08:00:00+00:00,2023-04-22 08:00:00+00:00,2023-04-22 08:00:00+00:00,3496.39,978.99,769.21,629.35,419.57,279.71,simulation_realistic,2023-04-22 08:00:00,8,5,4,True,True,False,False,True,False,True,819.0,17.03206,541.0,278.0,17.0,0.0,3.0,15.0,332.1028,331.78275
2023-04-22T09:00,24.8,24.8,47,12.8,16,6.0,14.4,979.5,0.0,0.0,0.13,2023-04-22 09:00:00,2023-04-22 09:00:00+00:00,2023-04-22 09:00:00+00:00,2023-04-22 09:00:00+00:00,3943.8,1104.26,867.64,709.88,473.26,315.5,simulation_realistic,2023-04-22 09:00:00,9,5,4,True,True,False,False,True,False,True,776.0,16.81619,534.0,242.0,12.0,0.0,1.0,11.0,326.3099,326.61145
2023-04-22T10:00,27.9,27.5,38,12.1,25,6.7,16.9,980.5,0.0,0.0,0.27,2023-04-22 10:00:00,2023-04-22 10:00:00+00:00,2023-04-22 10:00:00+00:00,2023-04-22 10:00:00+00:00,4167.72,1166.96,916.9,750.19,500.13,333.42,simulation_realistic,2023-04-22 10:00:00,10,5,4,True,True,False,False,True,False,True,657.0,16.503523,451.0,206.0,4.0,0.0,0.0,3.0,319.9698,321.1155
2023-04-22T11:00,30.5,29.1,29,10.2,6,9.9,23.4,981.0,0.0,0.0,0.44,2023-04-22 11:00:00,2023-04-22 11:00:00+00:00,2023-04-22 11:00:00+00:00,2023-04-22 11:00:00+00:00,4100.74,1148.21,902.16,738.13,492.09,328.06,simulation_realistic,2023-04-22 11:00:00,11,5,4,True,True,False,False,False,False,False,477.0,16.418764,304.0,173.0,4.0,0.0,0.0,4.0,329.03632,327.72437
2023-04-22T12:00,32.5,32.0,22,8.1,43,7.2,24.1,980.8,0.0,0.0,0.58,2023-04-22 12:00:00,2023-04-22 12:00:00+00:00,2023-04-22 12:00:00+00:00,2023-04-22 12:00:00+00:00,3994.3,1118.4,878.75,718.97,479.32,319.54,simulation_realistic,2023-04-22 12:00:00,12,5,4,True,True,False,False,False,False,False,274.0,15.783514,146.0,128.0,10.0,0.0,9.0,3.0,3.0939984,1.1934711
2023-04-22T13:00,33.5,32.2,16,4.2,16,5.4,21.2,980.6,0.0,0.0,0.57,2023-04-22 13:00:00,2023-04-22 13:00:00+00:00,2023-04-22 13:00:00+00:00,2023-04-22 13:00:00+00:00,3468.36,971.14,763.04,624.3,416.2,277.47,simulation_realistic,2023-04-22 13:00:00,13,5,4,True,True,False,False,False,False,False,87.0,15.263363,26.0,61.0,22.0,0.0,20.0,8.0,9.090207,2.3372545
2023-04-22T14:00,34.7,33.5,14,3.4,38,9.7,24.5,980.0,0.0,0.0,0.73,2023-04-22 14:00:00,2023-04-22 14:00:00+00:00,2023-04-22 14:00:00+00:00,2023-04-22 14:00:00+00:00,3507.63,982.14,771.68,631.37,420.92,280.61,simulation_realistic,2023-04-22 14:00:00,14,5,4,True,True,False,False,False,False,False,3.0,14.55938,0.0,3.0,9.0,0.0,9.0,0.0,353.15732,359.04517
2023-04-22T15:00,35.0,32.8,14,3.0,17,13.8,30.2,979.0,0.0,0.0,0.76,2023-04-22 15:00:00,2023-04-22 15:00:00+00:00,2023-04-22 15:00:00+00:00,2023-04-22 15:00:00+00:00,3601.72,1008.48,792.38,648.31,432.21,288.14,simulation_realistic,2023-04-22 15:00:00,15,5,4,True,True,False,False,False,False,False,0.0,13.977457,0.0,0.0,8.0,0.0,6.0,2.0,360.0,10.304792
2023-04-22T16:00,34.9,32.1,13,2.5,12,15.6,32.4,978.5,0.0,0.0,0.74,2023-04-22 16:00:00,2023-04-22 16:00:00+00:00,2023-04-22 16:00:00+00:00,2023-04-22 16:00:00+00:00,3287.92,920.62,723.34,591.83,394.55,263.03,simulation_realistic,2023-04-22 16:00:00,16,5,4,True,True,False,False,False,False,False,0.0,13.598436,0.0,0.0,1.0,0.0,1.0,0.0,13.706991,21.181417
2023-04-22T17:00,34.6,31.6,13,1.9,4,11.8,32.4,977.7,0.0,0.0,0.61,2023-04-22 17:00:00,2023-04-22 17:00:00+00:00,2023-04-22 17:00:00+00:00,2023-04-22 17:00:00+00:00,2679.74,750.33,589.54,482.35,321.57,214.38,simulation_realistic,2023-04-22 17:00:00,17,5,4,True,True,False,False,False,False,False,0.0,13.546625,0.0,0.0,0.0,0.0,0.0,0.0,25.942251,26.869736
2023-04-22T18:00,34.4,31.6,13,1.9,4,6.3,25.9,977.2,0.0,0.0,0.41,2023-04-22 18:00:00,2023-04-22 18:00:00+00:00,2023-04-22 18:00:00+00:00,2023-04-22 18:00:00+00:00,2946.73,825.08,648.28,530.41,353.61,235.74,simulation_realistic,2023-04-22 18:00:00,18,5,4,True,True,False,False,False,True,True,0.0,13.262222,0.0,0.0,2.0,0.0,0.0,2.0,28.30066,27.680971
2023-04-22T19:00,33.7,29.8,12,0.7,10,13.3,18.0,977.4,0.0,0.0,0.37,2023-04-22 19:00:00,2023-04-22 19:00:00+00:00,2023-04-22 19:00:00+00:00,2023-04-22 19:00:00+00:00,2271.37,635.98,499.7,408.85,272.56,181.71,simulation_realistic,2023-04-22 19:00:00,19,5,4,True,True,False,False,False,True,True,0.0,13.010149,0.0,0.0,8.0,0.0,5.0,3.0,9.462248,17.241547
2023-04-22T20:00,31.7,28.4,14,1.2,22,9.1,23.8,977.1,0.0,0.0,0.19,2023-04-22 20:00:00,2023-04-22 20:00:00+00:00,2023-04-22 20:00:00+00:00,2023-04-22 20:00:00+00:00,2156.76,603.89,474.49,388.22,258.81,172.54,simulation_realistic,2023-04-22 20:00:00,20,5,4,True,True,False,False,False,True,True,0.0,13.002598,0.0,0.0,1.0,0.0,1.0,0.0,2.2025495,14.697369
2023-04-22T21:00,29.4,26.2,17,1.5,9,9.1,14.8,977.4,0.0,0.0,0.17,2023-04-22 21:00:00,2023-04-22 21:00:00+00:00,2023-04-22 21:00:00+00:00,2023-04-22 21:00:00+00:00,1857.02,519.96,408.54,334.26,222.84,148.56,simulation_realistic,2023-04-22 21:00:00,21,5,4,True,True,False,False,False,True,True,0.0,13.166483,0.0,0.0,9.0,0.0,0.0,9.0,342.75845,359.14493
2023-04-22T22:00,28.9,25.0,16,0.4,8,12.6,20.5,978.3,0.0,0.0,0.18,2023-04-22 22:00:00,2023-04-22 22:00:00+00:00,2023-04-22 22:00:00+00:00,2023-04-22 22:00:00+00:00,1607.04,449.97,353.55,289.27,192.84,128.56,simulation_realistic,2023-04-22 22:00:00,22,5,4,True,True,False,False,False,False,False,0.0,13.113131,0.0,0.0,51.0,0.0,9.0,47.0,337.75092,0.9877458
2023-04-22T23:00,27.8,23.5,17,0.5,1,15.2,23.8,978.8,0.0,0.0,0.21,2023-04-22 23:00:00,2023-04-22 23:00:00+00:00,2023-04-22 23:00:00+00:00,2023-04-22 23:00:00+00:00,1539.63,431.1,338.72,277.13,184.76,123.17,simulation_realistic,2023-04-22 23:00:00,23,5,4,True,True,False,False,False,False,False,0.0,12.948833,0.0,0.0,64.0,0.0,27.0,51.0,339.44388,13.091906
2023-04-23T00:00,26.5,22.5,20,1.8,0,14.8,25.6,979.0,0.0,0.0,0.19,2023-04-23 00:00:00,2023-04-23 00:00:00+00:00,2023-04-23 00:00:00+00:00,2023-04-23 00:00:00+00:00,1335.1,373.83,293.72,240.32,160.21,106.81,simulation_realistic,2023-04-23 00:00:00,0,6,4,True,True,False,False,False,False,False,0.0,14.068972,0.0,0.0,100.0,0.0,14.0,49.0,347.00537,3.691312
2023-04-23T01:00,25.0,21.8,24,2.7,2,10.6,24.1,979.1,0.0,0.0,0.13,2023-04-23 01:00:00,2023-04-23 01:00:00+00:00,2023-04-23 01:00:00+00:00,2023-04-23 01:00:00+00:00,1540.29,431.28,338.86,277.25,184.83,123.22,simulation_realistic,2023-04-23 01:00:00,1,6,4,True,True,False,False,False,False,False,17.0,14.462774,2.0,15.0,98.0,0.0,43.0,96.0,305.31128,310.97165
2023-04-23T02:00,23.7,20.9,27,3.5,8,8.8,16.9,978.8,0.0,0.0,0.1,2023-04-23 02:00:00,2023-04-23 02:00:00+00:00,2023-04-23 02:00:00+00:00,2023-04-23 02:00:00+00:00,1559.32,436.61,343.05,280.68,187.12,124.75,simulation_realistic,2023-04-23 02:00:00,2,6,4,True,True,False,False,False,False,False,102.0,15.482325,14.0,88.0,49.0,0.0,3.0,47.0,12.011466,354.66086
2023-04-23T03:00,22.9,20.2,30,4.4,1,9.4,14.4,978.4,0.0,0.0,0.1,2023-04-23 03:00:00,2023-04-23 03:00:00+00:00,2023-04-23 03:00:00+00:00,2023-04-23 03:00:00+00:00,1761.97,493.35,387.63,317.15,211.44,140.96,simulation_realistic,2023-04-23 03:00:00,3,6,4,True,True,False,False,False,False,False,340.0,16.275045,185.0,155.0,100.0,0.0,3.0,100.0,353.88458,355.81516
2023-04-23T04:00,22.5,19.7,33,5.3,9,10.9,17.3,978.3,0.0,0.0,0.11,2023-04-23 04:00:00,2023-04-23 04:00:00+00:00,2023-04-23 04:00:00+00:00,2023-04-23 04:00:00+00:00,2312.19,647.41,508.68,416.19,277.46,184.98,simulation_realistic,2023-04-23 04:00:00,4,6,4,True,True,False,False,False,False,False,432.0,16.121368,177.0,255.0,42.0,0.0,22.0,25.0,355.03033,355.15607
2023-04-23T05:00,21.8,19.6,36,5.9,51,8.6,17.3,978.3,0.0,0.0,0.08,2023-04-23 05:00:00,2023-04-23 05:00:00+00:00,2023-04-23 05:00:00+00:00,2023-04-23 05:00:00+00:00,2427.23,679.62,533.99,436.9,291.27,194.18,simulation_realistic,2023-04-23 05:00:00,5,6,4,True,True,False,False,False,False,False,647.0,16.184603,375.0,272.0,100.0,0.0,9.0,100.0,37.476254,36.38445
2023-04-23T06:00,20.9,19.1,39,6.5,64,6.2,13.7,978.6,0.0,0.0,0.05,2023-04-23 06:00:00,2023-04-23 06:00:00+00:00,2023-04-23 06:00:00+00:00,2023-04-23 06:00:00+00:00,2501.25,700.35,550.28,450.23,300.15,200.1,simulation_realistic,2023-04-23 06:00:00,6,6,4,True,True,False,False,False,False,False,729.0,16.114202,381.0,348.0,54.0,0.0,0.0,54.0,78.11137,77.98855
2023-04-23T07:00,22.7,20.6,37,7.3,100,9.6,9.4,978.0,0.0,0.0,0.09,2023-04-23 07:00:00,2023-04-23 07:00:00+00:00,2023-04-23 07:00:00+00:00,2023-04-23 07:00:00+00:00,2903.84,813.07,638.84,522.69,348.46,232.31,simulation_realistic,2023-04-23 07:00:00,7,6,4,True,True,False,False,False,False,False,881.0,16.347574,597.0,284.0,94.0,0.0,0.0,93.0,113.70266,114.70241
2023-04-23T08:00,22.5,19.0,41,8.5,98,21.2,36.0,980.2,0.0,0.0,0.19,2023-04-23 08:00:00,2023-04-23 08:00:00+00:00,2023-04-23 08:00:00+00:00,2023-04-23 08:00:00+00:00,2740.18,767.25,602.84,493.23,328.82,219.21,simulation_realistic,2023-04-23 08:00:00,8,6,4,True,True,False,False,True,False,True,768.0,16.406708,410.0,358.0,98.0,0.0,22.0,98.0,111.801476,113.198616
2023-04-23T09:00,24.7,21.8,36,8.7,49,17.3,34.6,980.3,0.0,0.0,0.22,2023-04-23 09:00:00,2023-04-23 09:00:00+00:00,2023-04-23 09:00:00+00:00,2023-04-23 09:00:00+00:00,3599.76,1007.93,791.95,647.96,431.97,287.98,simulation_realistic,2023-04-23 09:00:00,9,6,4,True,True,False,False,True,False,True,633.0,16.300655,301.0,332.0,95.0,0.0,23.0,94.0,110.409966,111.99118
2023-04-23T10:00,27.5,25.4,29,7.9,100,10.1,29.5,982.0,0.0,0.0,0.31,2023-04-23 10:00:00,2023-04-23 10:00:00+00:00,2023-04-23 10:00:00+00:00,2023-04-23 10:00:00+00:00,3531.38,988.79,776.9,635.65,423.77,282.51,simulation_realistic,2023-04-23 10:00:00,10,6,4,True,True,False,False,True,False,True,558.0,16.19281,309.0,249.0,100.0,0.0,7.0,100.0,123.02387,124.21575
2023-04-23T11:00,28.7,25.4,24,6.4,42,16.6,32.0,982.7,0.0,0.0,0.45,2023-04-23 11:00:00,2023-04-23 11:00:00+00:00,2023-04-23 11:00:00+00:00,2023-04-23 11:00:00+00:00,3849.95,1077.99,846.99,692.99,461.99,308.0,simulation_realistic,2023-04-23 11:00:00,11,6,4,True,True,False,False,False,False,False,357.0,16.19664,139.0,218.0,100.0,0.0,20.0,100.0,133.02507,133.45189
2023-04-23T12:00,30.9,28.1,19,4.5,100,13.6,33.8,982.1,0.0,0.0,0.59,2023-04-23 12:00:00,2023-04-23 12:00:00+00:00,2023-04-23 12:00:00+00:00,2023-04-23 12:00:00+00:00,3982.37,1115.06,876.12,716.83,477.88,318.59,simulation_realistic,2023-04-23 12:00:00,12,6,4,True,True,False,False,False,False,False,195.0,15.861399,35.0,160.0,97.0,0.0,3.0,85.0,266.98727,260.13425
2023-04-23T13:00,32.4,29.7,16,2.9,54,14.0,33.1,981.6,0.0,0.0,0.67,2023-04-23 13:00:00,2023-04-23 13:00:00+00:00,2023-04-23 13:00:00+00:00,2023-04-23 13:00:00+00:00,4415.17,1236.25,971.34,794.73,529.82,353.21,simulation_realistic,2023-04-23 13:00:00,13,6,4,True,True,False,False,False,False,False,87.0,15.59573,22.0,65.0,89.0,0.0,0.0,89.0,266.6336,261.87
2023-04-23T14:00,33.4,31.1,14,2.6,94,16.1,34.6,981.0,0.0,0.0,0.79,2023-04-23 14:00:00,2023-04-23 14:00:00+00:00,2023-04-23 14:00:00+00:00,2023-04-23 14:00:00+00:00,4118.38,1153.15,906.04,741.31,494.21,329.47,simulation_realistic,2023-04-23 14:00:00,14,6,4,True,True,False,False,False,False,False,3.0,15.148373,0.0,3.0,26.0,0.0,0.0,26.0,262.5687,260.9098
2023-04-23T15:00,33.2,30.8,15,2.9,98,13.6,34.6,980.5,0.0,0.0,0.7,2023-04-23 15:00:00,2023-04-23 15:00:00+00:00,2023-04-23 15:00:00+00:00,2023-04-23 15:00:00+00:00,3877.08,1085.58,852.96,697.87,465.25,310.17,simulation_realistic,2023-04-23 15:00:00,15,6,4,True,True,False,False,False,False,False,0.0,15.269533,0.0,0.0,12.0,0.0,0.0,12.0,268.4089,263.74606
2023-04-23T16:00,33.1,29.4,15,2.8,95,16.5,32.4,980.0,0.0,0.0,0.65,2023-04-23 16:00:00,2023-04-23 16:00:00+00:00,2023-04-23 16:00:00+00:00,2023-04-23 16:00:00+00:00,3076.39,861.39,676.81,553.75,369.17,246.11,simulation_realistic,2023-04-23 16:00:00,16,6,4,True,True,False,False,False,False,False,0.0,14.703751,0.0,0.0,87.0,0.0,0.0,87.0,266.98727,263.5413
2023-04-23T17:00,33.0,28.8,15,2.5,100,17.2,36.0,979.5,0.0,0.0,0.6,2023-04-23 17:00:00,2023-04-23 17:00:00+00:00,2023-04-23 17:00:00+00:00,2023-04-23 17:00:00+00:00,3234.2,905.58,711.52,582.16,388.1,258.74,simulation_realistic,2023-04-23 17:00:00,17,6,4,True,True,False,False,False,False,False,0.0,14.787004,0.0,0.0,98.0,0.0,0.0,98.0,228.81418,249.44386
2023-04-23T18:00,32.8,29.0,15,2.7,100,14.8,33.1,979.3,0.0,0.0,0.45,2023-04-23 18:00:00,2023-04-23 18:00:00+00:00,2023-04-23 18:00:00+00:00,2023-04-23 18:00:00+00:00,2775.79,777.22,610.67,499.64,333.1,222.06,simulation_realistic,2023-04-23 18:00:00,18,6,4,True,True,False,False,False,True,True,0.0,15.171755,0.0,0.0,69.0,0.0,0.0,69.0,323.97253,277.76508
2023-04-23T19:00,29.9,27.6,20,4.6,97,6.8,27.7,980.1,0.0,0.0,0.23,2023-04-23 19:00:00,2023-04-23 19:00:00+00:00,2023-04-23 19:00:00+00:00,2023-04-23 19:00:00+00:00,2141.04,599.49,471.03,385.39,256.93,171.28,simulation_realistic,2023-04-23 19:00:00,19,6,4,True,True,False,False,False,True,True,0.0,14.441242,0.0,0.0,36.0,0.0,0.0,36.0,360.0,347.3196
2023-04-23T20:00,28.1,26.1,24,5.6,89,6.1,14.4,980.2,0.0,0.0,0.13,2023-04-23 20:00:00,2023-04-23 20:00:00+00:00,2023-04-23 20:00:00+00:00,2023-04-23 20:00:00+00:00,1835.78,514.02,403.87,330.44,220.29,146.86,simulation_realistic,2023-04-23 20:00:00,20,6,4,True,True,False,False,False,True,True,0.0,14.044432,0.0,0.0,86.0,0.0,0.0,86.0,357.13766,348.95908
2023-04-23T21:00,26.3,24.2,28,6.3,26,8.4,10.8,980.5,0.0,0.0,0.13,2023-04-23 21:00:00,2023-04-23 21:00:00+00:00,2023-04-23 21:00:00+00:00,2023-04-23 21:00:00+00:00,1948.53,545.59,428.68,350.74,233.82,155.88,simulation_realistic,2023-04-23 21:00:00,21,6,4,True,True,False,False,False,True,True,0.0,13.694942,0.0,0.0,99.0,0.0,0.0,99.0,6.0089183,356.00916
2023-04-23T22:00,25.2,22.7,33,7.7,12,13.0,25.6,980.9,0.0,0.0,0.13,2023-04-23 22:00:00,2023-04-23 22:00:00+00:00,2023-04-23 22:00:00+00:00,2023-04-23 22:00:00+00:00,1369.44,383.44,301.28,246.5,164.33,109.56,simulation_realistic,2023-04-23 22:00:00,22,6,4,True,True,False,False,False,False,False,0.0,13.533321,0.0,0.0,100.0,0.0,0.0,100.0,6.842679,360.0
2023-04-23T23:00,23.6,22.1,37,7.9,87,6.8,20.9,981.3,0.0,0.0,0.06,2023-04-23 23:00:00,2023-04-23 23:00:00+00:00,2023-04-23 23:00:00+00:00,2023-04-23 23:00:00+00:00,1423.37,398.54,313.14,256.21,170.8,113.87,simulation_realistic,2023-04-23 23:00:00,23,6,4,True,True,False,False,False,False,False,0.0,13.5566025,0.0,0.0,100.0,0.0,0.0,100.0,130.23628,75.96373
2023-04-24T00:00,22.6,21.2,42,9.2,98,7.7,10.8,981.8,0.0,0.0,0.06,2023-04-24 00:00:00,2023-04-24 00:00:00+00:00,2023-04-24 00:00:00+00:00,2023-04-24 00:00:00+00:00,1445.08,404.62,317.92,260.11,173.41,115.61,simulation_realistic,2023-04-24 00:00:00,0,0,4,False,True,False,False,False,False,False,0.0,13.667725,0.0,0.0,93.0,0.0,0.0,100.0,104.93147,71.564964
2023-04-24T01:00,23.5,22.6,40,9.1,69,4.9,8.6,982.2,0.0,0.0,0.04,2023-04-24 01:00:00,2023-04-24 01:00:00+00:00,2023-04-24 01:00:00+00:00,2023-04-24 01:00:00+00:00,1592.12,445.79,350.27,286.58,191.05,127.37,simulation_realistic,2023-04-24 01:00:00,1,0,4,False,True,False,False,False,False,False,18.0,14.451399,1.0,17.0,100.0,0.0,0.0,100.0,135.0001,90.0
2023-04-24T02:00,21.5,20.3,46,9.4,36,7.2,11.5,982.1,0.0,0.0,0.05,2023-04-24 02:00:00,2023-04-24 02:00:00+00:00,2023-04-24 02:00:00+00:00,2023-04-24 02:00:00+00:00,1621.61,454.05,356.75,291.89,194.59,129.73,simulation_realistic,2023-04-24 02:00:00,2,0,4,False,True,False,False,False,False,False,134.0,15.457075,33.0,101.0,100.0,0.0,0.0,100.0,129.80553,97.76508
2023-04-24T03:00,21.0,19.7,46,9.1,86,7.2,11.2,981.6,0.0,0.0,0.05,2023-04-24 03:00:00,2023-04-24 03:00:00+00:00,2023-04-24 03:00:00+00:00,2023-04-24 03:00:00+00:00,2056.89,575.93,452.52,370.24,246.83,164.55,simulation_realistic,2023-04-24 03:00:00,3,0,4,False,True,False,False,False,False,False,270.0,16.370102,78.0,192.0,100.0,0.0,3.0,100.0,153.43501,131.18582
2023-04-24T04:00,20.9,19.4,45,8.4,99,6.9,12.2,981.3,0.0,0.0,0.05,2023-04-24 04:00:00,2023-04-24 04:00:00+00:00,2023-04-24 04:00:00+00:00,2023-04-24 04:00:00+00:00,2102.49,588.7,462.55,378.45,252.3,168.2,simulation_realistic,2023-04-24 04:00:00,4,0,4,False,True,False,False,False,False,False,400.0,17.019215,133.0,267.0,88.0,0.0,3.0,88.0,128.65984,127.568665
2023-04-24T05:00,20.0,18.4,49,8.9,100,9.1,10.1,981.2,0.0,0.0,0.06,2023-04-24 05:00:00,2023-04-24 05:00:00+00:00,2023-04-24 05:00:00+00:00,2023-04-24 05:00:00+00:00,2665.84,746.44,586.49,479.85,319.9,213.27,simulation_realistic,2023-04-24 05:00:00,5,0,4,False,True,False,False,False,False,False,679.0,17.789286,413.0,266.0,100.0,0.0,0.0,100.0,129.80553,130.81499
2023-04-24T06:00,19.6,18.6,51,9.3,100,6.1,10.8,981.7,0.0,0.0,0.03,2023-04-24 06:00:00,2023-04-24 06:00:00+00:00,2023-04-24 06:00:00+00:00,2023-04-24 06:00:00+00:00,2773.01,776.44,610.06,499.14,332.76,221.84,simulation_realistic,2023-04-24 06:00:00,6,0,4,False,True,False,False,False,False,False,724.0,17.315088,381.0,343.0,73.0,0.0,36.0,60.0,123.11135,121.82741
2023-04-24T07:00,19.9,18.9,50,9.3,93,5.6,8.6,982.1,0.0,0.0,0.03,2023-04-24 07:00:00,2023-04-24 07:00:00+00:00,2023-04-24 07:00:00+00:00,2023-04-24 07:00:00+00:00,2885.3,807.88,634.77,519.35,346.24,230.82,simulation_realistic,2023-04-24 07:00:00,7,0,4,False,True,False,False,False,False,False,694.0,17.41489,402.0,292.0,26.0,0.0,15.0,13.0,149.8587,148.13406
2023-04-24T08:00,20.2,19.9,55,10.7,100,3.6,9.4,983.0,0.0,0.0,0.04,2023-04-24 08:00:00,2023-04-24 08:00:00+00:00,2023-04-24 08:00:00+00:00,2023-04-24 08:00:00+00:00,3516.36,984.58,773.6,632.95,421.96,281.31,simulation_realistic,2023-04-24 08:00:00,8,0,4,False,True,False,False,True,False,True,750.0,17.588385,503.0,247.0,17.0,0.0,15.0,3.0,141.84273,138.81418
2023-04-24T09:00,22.7,22.4,46,10.6,100,2.8,9.4,984.1,0.0,0.0,0.1,2023-04-24 09:00:00,2023-04-24 09:00:00+00:00,2023-04-24 09:00:00+00:00,2023-04-24 09:00:00+00:00,3119.14,873.36,686.21,561.45,374.3,249.53,simulation_realistic,2023-04-24 09:00:00,9,0,4,False,True,False,False,True,False,True,703.0,17.3124,458.0,245.0,69.0,0.0,57.0,39.0,114.775116,113.62939
